 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file
62,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s1h1_Merged.tif_rotated.tif:0067-0713,446,23.478,4.445,181.025,713.132,181.071,713.255,167,702,27,23,0.869,10471.0,10471.0,1.189,0.841,0.935,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s1h1_Merged.tif_rotated.csv
1,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0001-0172,332,28.075,6.599,399.479,172.024,399.302,172.064,389,162,21,21,0.929,9321.0,9321.0,1.089,0.918,0.938,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
2,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0002-0189,553,25.345,5.808,722.572,189.86,722.556,189.953,708,175,27,28,0.879,14016.0,14016.0,1.381,0.724,0.952,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
3,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0003-0194,499,25.986,6.135,469.871,194.183,469.902,194.414,458,181,24,26,0.91,12967.0,12967.0,1.119,0.894,0.952,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
4,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0004-0236,308,31.938,7.56,400.744,236.968,400.844,236.83,390,227,21,19,0.884,9837.0,9837.0,1.129,0.886,0.929,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
5,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0006-0281,721,40.685,15.233,547.304,280.132,547.207,280.086,530,263,31,37,0.804,29334.0,29334.0,1.202,0.832,0.935,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
6,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0007-0289,1004,55.232,23.128,321.526,293.039,321.651,294.014,304,267,39,45,0.596,55453.0,55453.0,1.513,0.661,0.813,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
7,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0008-0284,692,42.426,22.205,494.22,284.134,494.373,284.207,480,268,28,33,0.917,29359.0,29359.0,1.222,0.819,0.955,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
8,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0009-0283,468,29.936,7.776,947.632,283.047,947.484,283.143,937,268,21,30,0.848,14010.0,14010.0,1.543,0.648,0.945,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
9,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0010-0297,820,38.443,11.909,866.172,297.848,866.142,298.061,854,276,25,43,0.701,31523.0,31523.0,1.759,0.568,0.904,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
10,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0011-0303,677,56.496,29.375,436.28,306.785,436.067,307.203,422,284,38,38,0.51,38248.0,38248.0,1.759,0.568,0.819,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
11,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0013-0338,705,44.285,16.417,672.813,339.141,672.96,340.187,659,318,27,41,0.693,31221.0,31221.0,1.788,0.559,0.892,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
12,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0014-0357,797,51.055,15.83,762.618,354.101,763.596,354.863,738,335,42,44,0.509,40691.0,40691.0,2.594,0.386,0.757,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
13,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0016-0361,846,61.84,21.759,538.967,360.879,539.513,361.779,519,340,34,43,0.599,52317.0,52317.0,1.782,0.561,0.831,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
14,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0017-0369,544,55.261,20.718,435.737,368.983,435.624,369.013,425,353,23,32,0.782,30062.0,30062.0,1.605,0.623,0.928,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
15,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0018-0366,417,43.082,9.935,287.718,366.013,287.932,366.076,275,354,25,24,0.886,17965.0,17965.0,1.343,0.744,0.945,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
16,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0019-0373,569,57.858,17.018,719.182,372.755,718.889,373.584,708,354,22,38,0.651,32921.0,32921.0,2.089,0.479,0.856,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
17,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0020-0381,830,42.863,15.052,931.987,381.794,931.824,381.536,919,358,26,47,0.495,35576.0,35576.0,2.082,0.48,0.804,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
18,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0021-0374,543,65.081,28.432,382.192,374.767,382.024,374.991,369,359,28,31,0.719,35339.0,35339.0,1.4,0.714,0.903,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
19,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0022-0375,408,55.716,16.375,662.534,374.875,662.749,375.055,653,362,21,26,0.891,22732.0,22732.0,1.324,0.755,0.944,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
20,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0023-0385,529,61.535,15.191,349.927,385.186,350.072,385.428,332,371,33,28,0.689,32552.0,32552.0,1.643,0.609,0.847,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
21,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0024-0405,830,55.89,17.887,629.293,405.223,629.368,404.737,618,379,29,52,0.491,46389.0,46389.0,2.406,0.416,0.771,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
22,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0025-0407,948,41.783,9.307,129.463,405.986,129.435,405.744,115,380,30,54,0.483,39610.0,39610.0,2.582,0.387,0.788,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
23,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0026-0393,520,64.104,22.358,697.683,393.969,698.202,393.864,680,380,34,26,0.764,33334.0,33334.0,1.838,0.544,0.908,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
24,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0028-0409,489,68.46,27.449,371.04,409.88,370.694,409.256,358,396,29,27,0.804,33477.0,33477.0,1.683,0.594,0.915,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
25,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0029-0420,674,51.053,11.18,234.316,418.073,234.516,417.74,217,398,29,44,0.488,34410.0,34410.0,2.08,0.481,0.716,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
26,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0030-0421,386,39.389,8.841,818.803,421.987,818.738,421.852,808,408,23,27,0.752,15204.0,15204.0,1.536,0.651,0.881,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
27,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0031-0429,510,52.327,17.748,471.72,430.892,471.678,431.047,459,412,25,34,0.664,26687.0,26687.0,1.695,0.59,0.859,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
28,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0032-0424,475,70.619,25.48,544.197,424.824,544.472,425.088,531,413,26,23,0.896,33544.0,33544.0,1.206,0.829,0.949,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
29,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0033-0433,489,46.56,13.808,702.612,432.218,702.868,431.869,688,421,27,24,0.845,22768.0,22768.0,1.266,0.79,0.934,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
30,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0035-0450,620,54.585,16.994,535.587,450.253,536.549,450.124,512,440,45,21,0.58,33843.0,33843.0,2.551,0.392,0.871,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
31,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0036-0454,476,44.597,15.391,743.006,454.002,742.888,453.557,732,440,22,29,0.901,21228.0,21228.0,1.334,0.75,0.946,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
32,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0037-0460,399,38.825,7.338,621.485,459.518,621.364,459.599,611,448,20,25,0.82,15491.0,15491.0,1.286,0.778,0.926,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
33,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0038-0472,1039,56.98,15.717,261.624,471.23,262.414,471.256,235,453,56,38,0.375,59202.0,59202.0,1.94,0.516,0.695,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
34,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0039-0470,472,38.553,7.838,177.278,470.456,177.128,470.18,165,456,26,29,0.787,18197.0,18197.0,1.197,0.836,0.887,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
35,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0040-0526,719,43.712,13.944,148.325,527.186,148.058,527.607,133,502,26,48,0.558,31429.0,31429.0,2.177,0.459,0.802,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
36,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0041-0523,773,55.131,16.67,341.958,524.178,342.47,524.266,318,506,45,34,0.461,42616.0,42616.0,2.256,0.443,0.82,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
37,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0042-0518,385,31.286,8.224,1064.871,518.71,1064.762,518.85,1054,507,24,23,0.882,12045.0,12045.0,1.103,0.906,0.933,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
38,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0043-0531,754,38.729,8.83,659.962,530.294,659.853,530.365,646,511,30,40,0.633,29202.0,29202.0,1.808,0.553,0.836,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
39,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0044-0524,483,39.114,9.092,595.179,524.682,595.166,524.713,581,512,29,24,0.89,18892.0,18892.0,1.295,0.772,0.942,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
40,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0045-0540,540,40.38,9.891,505.835,539.922,506.046,539.885,493,527,28,26,0.875,21805.0,21805.0,1.292,0.774,0.947,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
41,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0046-0539,320,51.275,12.872,381.744,540.206,381.918,540.049,369,530,25,19,0.784,16408.0,16408.0,1.701,0.588,0.92,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
42,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0047-0554,1084,39.713,9.698,793.345,556.5,793.2,556.36,773,532,44,44,0.426,43049.0,43049.0,2.082,0.48,0.858,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
43,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0048-0546,674,54.088,16.519,415.678,545.798,414.752,545.545,400,533,40,26,0.621,36455.0,36455.0,1.672,0.598,0.832,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
44,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0049-0566,755,36.404,10.111,23.597,564.782,23.475,564.816,9,550,31,33,0.791,27485.0,27485.0,1.298,0.77,0.903,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
45,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0050-0563,343,32.77,6.981,1072.605,563.605,1072.627,563.532,1062,552,21,23,0.93,11240.0,11240.0,1.184,0.845,0.941,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
46,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0051-0565,397,40.456,9.653,250.878,564.855,250.859,564.918,238,555,25,21,0.93,16061.0,16061.0,1.166,0.858,0.952,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
47,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0052-0575,372,39.527,11.202,222.102,575.363,222.263,575.429,212,563,20,25,0.891,14704.0,14704.0,1.313,0.761,0.938,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
48,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0053-0574,390,49.067,11.389,330.349,572.856,330.399,572.928,317,563,26,23,0.828,19136.0,19136.0,1.488,0.672,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
49,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0054-0584,795,42.244,15.006,663.246,583.696,663.268,583.587,642,571,42,27,0.79,33584.0,33584.0,1.637,0.611,0.937,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
50,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0055-0586,530,33.666,8.621,976.777,587.253,976.661,587.129,962,574,30,24,0.827,17843.0,17843.0,1.345,0.743,0.943,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
51,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0056-0600,689,41.464,14.49,475.937,600.088,475.78,599.928,459,586,34,29,0.819,28569.0,28569.0,1.332,0.751,0.932,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
52,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0057-0602,282,37.603,7.686,231.255,601.993,231.127,601.846,219,592,23,20,0.841,10604.0,10604.0,1.411,0.709,0.907,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
53,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0058-0616,401,35.466,10.008,513.268,616.405,513.234,616.206,501,605,24,23,0.918,14222.0,14222.0,1.097,0.911,0.944,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
54,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0060-0628,691,41.685,15.865,280.587,628.209,280.34,627.911,263,613,35,30,0.818,28804.0,28804.0,1.605,0.623,0.942,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
55,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0062-0643,455,33.211,11.234,351.843,643.151,351.832,642.903,338,631,28,24,0.881,15111.0,15111.0,1.317,0.759,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
56,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0063-0650,408,25.51,6.216,857.725,650.539,857.602,650.491,845,638,24,25,0.908,10408.0,10408.0,1.023,0.977,0.937,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
57,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0064-0652,597,34.688,7.37,129.674,651.869,129.852,651.753,116,639,28,27,0.831,20709.0,20709.0,1.263,0.792,0.93,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
58,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0065-0690,345,31.258,5.596,295.778,690.767,295.845,690.579,286,679,21,23,0.874,10784.0,10784.0,1.325,0.755,0.935,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
59,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.tif:0066-0744,440,25.559,5.771,45.377,744.402,45.491,744.539,32,733,26,23,0.921,11246.0,11246.0,1.11,0.901,0.946,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h1_Merged.tif_rotated.csv
1,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h2_Merged.tif_rotated.tif:0001-0159,336,24.289,4.217,494.226,158.869,494.222,158.603,483,148,21,22,0.887,8161.0,8161.0,1.309,0.764,0.937,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_1M_HET_s2h2_Merged.tif_rotated.csv
