X.1,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file,animal,sex,genotype,slice,hemisphere
6,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0006-0323,522,51.784,17.021,1044.211,324.99,1044.245,325.242,1030,310,28,27,0.841,27031,27031,1.108,0.903,0.923,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
7,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0007-0333,597,49.085,9.465,165.021,333.55,164.946,333.57,153,315,23,36,0.789,29304,29304,1.657,0.604,0.935,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
8,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0008-0329,425,52.059,8.497,838.039,329.879,838.18,329.926,828,316,20,27,0.874,22125,22125,1.369,0.731,0.949,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
9,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0009-0340,648,53.448,14.553,320.231,340.673,320.321,340.977,304,324,32,33,0.758,34634,34634,1.63,0.614,0.911,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
10,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0010-0346,604,54.985,13.54,900.323,347.414,900.231,347.632,889,327,25,38,0.715,33211,33211,1.72,0.581,0.879,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
11,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0011-0374,1458,71.016,22.453,501.002,377.356,500.434,379.701,483,330,37,88,0.266,103541,103541,3.826,0.261,0.581,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
12,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0012-0376,860,70.141,20.224,706.276,374.543,705.836,375.254,689,356,37,41,0.642,60321,60321,1.649,0.606,0.827,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
13,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0013-0370,473,49.444,7.106,1159.891,370.929,1159.958,370.898,1146,357,27,26,0.848,23387,23387,1.137,0.88,0.919,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
14,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0014-0379,668,52.528,13.374,36.618,377.979,36.867,378.154,23,362,29,34,0.846,35089,35089,1.267,0.789,0.934,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
15,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0015-0378,434,55.714,10.352,583.373,380.433,583.42,380.514,574,362,21,32,0.685,24180,24180,1.663,0.601,0.908,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
16,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0016-0379,692,66.73,13.022,530.014,380.058,528.98,379.588,512,363,38,33,0.477,46177,46177,2.241,0.446,0.797,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
17,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0017-0383,850,53.371,10.431,83.233,387.186,83.369,387.33,61,364,40,38,0.464,45365,45365,1.446,0.691,0.785,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
18,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0018-0379,453,51.618,10.16,1034.125,379.655,1034.103,379.697,1022,368,25,23,0.833,23383,23383,1.077,0.928,0.924,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
19,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0019-0394,474,61.439,12.547,458.96,393.757,459.034,393.782,448,379,21,30,0.836,29122,29122,1.579,0.633,0.936,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
20,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0021-0393,401,57.701,12.39,129.403,393.375,129.385,393.548,119,381,20,25,0.855,23138,23138,1.34,0.746,0.936,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
21,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0022-0409,782,71.875,25.451,744.061,409.494,743.624,408.812,729,389,35,41,0.518,56206,56206,1.505,0.664,0.82,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
22,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0023-0406,857,64.74,13.969,858.388,406.75,858.697,406.826,837,391,45,31,0.602,55482,55482,2.152,0.465,0.836,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
23,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0024-0405,671,65.173,15.427,285.068,404.803,285.414,404.69,267,392,36,27,0.768,43731,43731,1.428,0.7,0.917,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
24,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0025-0417,954,64.166,11.221,410.994,421.01,411.023,421.084,391,396,42,43,0.314,61214,61214,1.418,0.705,0.697,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
25,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0026-0410,227,61.502,9.408,706.57,410.663,706.592,410.564,695,403,21,15,0.8,13961,13961,1.499,0.667,0.921,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
26,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0027-0429,817,51.452,10.674,1165.99,429.529,1166.101,429.493,1149,409,31,40,0.784,42036,42036,1.577,0.634,0.913,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
27,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0028-0440,534,65.311,14.45,124.328,438.966,124.175,438.657,111,425,28,30,0.737,34876,34876,1.236,0.809,0.88,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
28,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0029-0442,540,60.933,15.555,697.683,442.259,697.491,442.018,685,426,25,32,0.849,32904,32904,1.406,0.711,0.92,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
29,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0030-0439,377,48.141,7.405,932.049,439.688,932.025,439.473,920,427,23,24,0.863,18149,18149,1.026,0.974,0.923,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
30,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0031-0450,480,53.427,9.573,456.015,448.898,455.818,448.563,444,434,23,32,0.753,25645,25645,2.044,0.489,0.931,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
31,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0032-0450,684,61.615,9.581,197.075,449.541,197.125,449.316,178,436,36,29,0.819,42145,42145,1.256,0.796,0.92,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
32,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0033-0450,465,48.74,7.144,613.289,450.913,613.117,450.713,599,438,28,25,0.857,22664,22664,1.383,0.723,0.93,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
33,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0034-0452,433,45.767,10.427,1052.512,451.167,1052.556,451.011,1039,440,26,24,0.836,19817,19817,1.244,0.804,0.925,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
34,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0035-0461,734,58.268,11.831,155.441,461.488,155.569,460.957,143,442,25,39,0.798,42769,42769,1.667,0.6,0.942,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
35,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0036-0459,278,47.475,7.116,31.46,458.572,31.676,458.583,22,449,19,20,0.88,13198,13198,1.105,0.905,0.916,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
36,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0037-0466,593,54.948,14.785,353.137,466.195,353.354,466.033,340,450,26,33,0.823,32584,32584,1.413,0.708,0.923,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
37,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0038-0487,513,52.248,8.435,54.915,488.549,54.965,488.341,42,474,26,27,0.811,26803,26803,1.057,0.946,0.914,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
38,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0039-0505,353,47.722,7.916,398.03,505.704,398.099,505.776,386,495,25,21,0.821,16846,16846,1.175,0.851,0.907,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
39,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0040-0535,275,43.204,6.465,734.165,535.504,734.338,535.439,723,526,23,19,0.812,11881,11881,1.477,0.677,0.896,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
40,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0041-0547,409,42.254,9.198,916.539,548.194,916.487,548.215,904,537,24,21,0.934,17282,17282,1.165,0.858,0.956,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
41,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0042-0579,510,47.324,10.691,145.275,579.596,145.362,579.591,131,567,30,25,0.766,24135,24135,1.411,0.709,0.91,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
42,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0043-0591,533,41.69,8.425,33.877,591.397,33.95,591.467,21,578,27,27,0.863,22221,22221,1.32,0.757,0.943,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
43,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0044-0609,471,42.482,8.301,362.481,609.668,362.507,609.644,348,597,27,25,0.814,20009,20009,1.388,0.721,0.911,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
44,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0045-0616,714,55.908,21.495,263.038,617.188,262.764,617.064,247,600,32,32,0.826,39918,39918,1.034,0.967,0.921,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
45,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0046-0628,187,33.658,6.177,912.928,627.596,912.973,627.653,904,620,19,17,0.662,6294,6294,1.281,0.78,0.82,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
46,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0047-0629,201,37.682,6.839,814.231,628.694,814.272,628.808,804,622,21,15,0.591,7574,7574,1.664,0.601,0.799,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
47,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0048-0641,209,34.852,5.374,829.39,641.792,829.447,641.875,818,632,20,19,0.591,7284,7284,1.139,0.878,0.786,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
48,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0049-0670,819,41.863,9.438,22.809,670.435,22.034,669.525,4,648,38,44,0.603,34286,34286,2.751,0.364,0.867,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
49,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0050-0660,310,35.523,9.115,925.468,659.474,925.241,659.315,915,650,21,20,0.853,11012,11012,1.096,0.912,0.919,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
50,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0051-0680,311,30.727,5.348,944.661,680.034,944.577,679.828,931,669,24,22,0.539,9556,9556,1.297,0.771,0.81,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
51,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.tif:0052-0694,402,39.749,8.435,157.194,695.027,157.255,694.961,145,683,28,23,0.602,15979,15979,1.199,0.834,0.847,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_52955_3F_HET_s2_h2_Merged.tif_rotated.csv,52955_3,F,HET,2,2
1,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0001-0126,409,21.675,3.667,571.999,127.114,571.968,127.141,561,114,23,25,0.825,8865,8865,1.257,0.795,0.924,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
2,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0002-0147,486,21.202,6.426,403.035,147.189,402.896,147.053,391,135,24,25,0.931,10304,10304,1.084,0.923,0.954,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
3,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0003-0153,376,34.987,13.393,792.676,153.617,792.531,153.664,782,142,22,23,0.901,13155,13155,1.066,0.938,0.934,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
4,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0004-0205,848,28.956,6.579,485.988,209.399,486.095,210.2,470,182,31,46,0.32,24555,24555,1.554,0.643,0.796,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
